prplRqstNo,instRcptSn
1AB-2509-0002146,201087018
1AB-2509-0002124,201087014
1AB-2509-0002142,201087010
1AB-2509-0002147,201087009
1AB-2509-0002119,201086993
1AB-2509-0002121,201086992
1AB-2509-0002087,201086971
1AB-2509-0002065,201088484
1AB-2509-0002091,201086962
1AB-2509-0002035,201086961
1AB-2509-0002081,201086960
1AB-2509-0002083,201086958
1AB-2509-0002086,201086957
1AB-2509-0002053,201086946
1AB-2509-0002064,201086945
1AB-2509-0002034,201086942
1AB-2509-0002046,201086937
1AB-2509-0001997,201086935
1AB-2509-0002027,201086930
1AB-2509-0002037,201086929
1AB-2509-0001987,201086897
1AB-2509-0001989,201086892
1AB-2509-0001979,201086891
1AB-2509-0001969,201086883
1AB-2509-0001938,201086878
1AB-2509-0001955,201086874
1AB-2509-0001967,201086872
1AB-2509-0001924,201086830
1AB-2509-0001919,201086829
1AB-2509-0001917,201086826
1AB-2509-0001911,201086820
1AB-2509-0001904,201093319
1AB-2509-0001904,201086816
1AB-2509-0001888,201086803
1AB-2509-0001881,201086798
1AB-2509-0001879,201086797
1AB-2509-0001880,201086796
1AB-2509-0001876,201086793
1AB-2509-0001872,201086790
1AB-2509-0001856,201086789
1AB-2509-0001871,201086788
1AB-2509-0001825,201086784
1AB-2509-0001862,201086778
1AB-2509-0001860,201086777
1AB-2509-0001859,201086776
1AB-2509-0001830,201086772
1AB-2509-0001714,201086666
1AB-2509-0001727,201086663
1AB-2509-0001654,201086580
1AB-2509-0001638,201086574
1AB-2509-0001585,201086515
1AB-2509-0001561,201086511
1AB-2509-0001579,201086509
1AB-2509-0001556,201086495
1AB-2509-0001542,201086487
1AB-2509-0001536,201086485
1AB-2509-0001543,201086479
1AB-2509-0001507,201086451
1AB-2509-0001494,201086441
1AB-2509-0001452,201086439
1AB-2509-0001452,201087309
1AB-2509-0001458,201086414
1AB-2509-0001455,201086408
1AB-2509-0001386,201086406
1AB-2509-0001443,201086402
1AB-2509-0001450,201086380
1AB-2509-0001434,201086376
1AB-2509-0001413,201086365
1AB-2509-0001393,201086345
1AB-2509-0001388,201086340
1AB-2509-0001385,201086335
1AB-2509-0001381,201086325
1AB-2509-0001354,201086312
1AB-2509-0001332,201086284
1AB-2509-0001330,201086282
1AB-2509-0001267,201086265
1AB-2509-0001193,201086238
1AB-2509-0001182,201086182
1AB-2509-0001186,201086163
1AB-2509-0001176,201086162
1AB-2509-0001148,201086123
1AB-2509-0001132,201086107
1AB-2509-0001106,201086101
1AB-2509-0001101,201086093
1AB-2509-0001086,201086082
1AB-2509-0001085,201086061
1AB-2509-0001078,201086060
1AB-2509-0001054,201086057
1AB-2509-0001089,201086055
1AB-2509-0001093,201086054
1AB-2509-0001082,201086048
1AB-2509-0001072,201086043
1AB-2509-0001074,201086042
1AB-2509-0001065,201089711
1AB-2509-0001051,201086024
1AB-2509-0001012,201086020
1AB-2509-0001025,201086001
1AB-2509-0000996,201085989
1AB-2509-0001013,201085988
1AB-2509-0000994,201085956
1AB-2509-0000993,201085955
1AB-2509-0000975,201085942
1AB-2509-0000904,201085934
1AB-2509-0000910,201085930
1AB-2509-0000944,201085929
1AB-2509-0000942,201085928
1AB-2509-0000913,201085925
1AB-2509-0000918,201085923
1AB-2509-0000917,201085900
1AB-2509-0000912,201085899
1AB-2509-0000905,201085898
1AB-2509-0000906,201085896
1AB-2509-0000890,201085893
1AB-2509-0000888,201085891
1AB-2509-0000885,201085887
1AB-2509-0000863,201085880
1AB-2509-0000870,201085878
1AB-2509-0000871,201085875
1AB-2509-0000858,201085868
1AB-2509-0000853,201085865
1AB-2509-0000841,201085851
1AB-2509-0000839,201085847
1AB-2509-0000834,201085846
1AB-2509-0000833,201085843
1AB-2509-0000825,201085838
1AB-2509-0000813,201085831
1AB-2509-0000808,201085829
1AB-2509-0000806,201085828
1AB-2509-0000807,201089855
1AB-2509-0000807,201085827
1AB-2509-0000803,201087463
1AB-2509-0000788,201085825
1AB-2509-0000802,201085824
1AB-2509-0000793,201085820
1AB-2509-0000791,201085818
1AB-2509-0000780,201085810
1AB-2509-0000703,201085779
1AB-2509-0000720,201098480
1AB-2509-0000720,201098481
1AB-2509-0000720,201085776
1AB-2509-0000722,201085757
1AB-2509-0000712,201085747
1AB-2509-0000696,201085742
1AB-2509-0000701,201085736
1AB-2509-0000699,201085734
1AB-2509-0000684,201085731
1AB-2509-0000689,201085729
1AB-2509-0000653,201090045
1AB-2509-0000653,201085722
1AB-2509-0000655,201085705
1AB-2509-0000649,201085703
1AB-2509-0000650,201085636
1AB-2509-0000627,201085625
1AB-2509-0000602,201085595
1AB-2509-0000576,201085529
1AB-2509-0000581,201085524
1AB-2509-0000550,201085522
1AB-2509-0000558,201085514
1AB-2509-0000559,201085508
1AB-2509-0000462,201085502
1AB-2509-0000508,201085482
1AB-2509-0000499,201085448
1AB-2509-0000512,201085447
1AB-2509-0000323,201085444
1AB-2509-0000443,201085421
1AB-2509-0000440,201085378
1AB-2509-0000438,201085364
1AB-2509-0000366,201085347
1AB-2509-0000411,201085345
1AB-2509-0000414,201085342
1AB-2509-0000414,201087619
1AB-2509-0000410,201093534
1AB-2509-0000406,201085335
1AB-2509-0000402,201085333
1AB-2509-0000396,201085327
1AB-2509-0000368,201085322
1AB-2509-0000357,201085306
1AB-2509-0000346,201085298
1AB-2509-0000338,201085279
1AB-2509-0000309,201085271
1AB-2509-0000313,201085268
1AB-2509-0000243,201085256
1AB-2509-0000279,201085251
1AB-2509-0000293,201085248
1AB-2509-0000267,201085237
1AB-2509-0000249,201085212
1AB-2509-0000241,201085204
1AB-2509-0000227,201085193
1AB-2509-0000227,201085175
1AB-2509-0000174,201085191
1AB-2509-0000232,201085190
1AB-2509-0000209,201085188
1AB-2509-0000223,201085186
1AB-2509-0000210,201085154
1AB-2509-0000204,201085153
1AB-2509-0000196,201085150
1AB-2509-0000188,201085146
1AB-2509-0000182,201085143
1AB-2509-0000164,201085032
1AB-2509-0000155,201085031
1AB-2509-0000141,201085027
1AB-2509-0000122,201085007
1AB-2509-0000120,201085006
1AB-2509-0000113,201085000
1AB-2509-0000110,201084997
1AB-2509-0000109,201084996
1AB-2509-0000050,201084943
1AB-2509-0000050,201088341
1AB-2509-0000018,201084932
1AB-2508-0019496,201084927
1AB-2508-0019494,201084896
1AB-2508-0019501,201084895
1AB-2508-0019495,201084894
1AB-2508-0019497,201084893
1AB-2508-0019468,201084875
1AB-2508-0019456,201086390
1AB-2508-0019449,201084868
1AB-2508-0019452,201084863
1AB-2508-0019446,201084861
1AB-2508-0019440,201084856
1AB-2508-0019431,201084854
1AB-2508-0019425,201084848
1AB-2508-0019413,201084844
1AB-2508-0019416,201084842
1AB-2508-0019409,201084841
1AB-2508-0019412,201084840
1AB-2508-0019408,201084837
1AB-2508-0019377,201084836
1AB-2508-0019403,201084835
1AB-2508-0019373,201084809
1AB-2508-0019342,201084780
1AB-2508-0019329,201084767
1AB-2508-0019276,201084747
1AB-2508-0019304,201084745
1AB-2508-0019239,201084686
1AB-2508-0019231,201084678
1AB-2508-0019156,201084626
1AB-2508-0019171,201084624
1AB-2508-0019166,201084615
1AB-2508-0019158,201084606
1AB-2508-0019145,201084604
1AB-2508-0019086,201084573
1AB-2508-0019118,201084572
1AB-2508-0019114,201084570
1AB-2508-0019110,201084567
1AB-2508-0019108,201084564
1AB-2508-0019091,201084561
1AB-2508-0019074,201084536
1AB-2508-0019071,201084533
1AB-2508-0019059,201084530
1AB-2508-0019057,201084524
1AB-2508-0019049,201084519
1AB-2508-0019047,201084518
1AB-2508-0019025,201084501
1AB-2508-0019012,201084489
1AB-2508-0019012,201087241
1AB-2508-0018964,201084451
1AB-2508-0018957,201084445
1AB-2508-0018933,201084429
1AB-2508-0018917,201084426
1AB-2508-0018922,201084422
1AB-2508-0018914,201084416
1AB-2508-0018915,201084414
1AB-2508-0018909,201084412
1AB-2508-0018901,201084408
1AB-2508-0018870,201084384
1AB-2508-0018830,201084358
1AB-2508-0018803,201084338
1AB-2508-0018808,201084334
1AB-2508-0018802,201088032
1AB-2508-0018802,201084333
1AB-2508-0018798,201084327
1AB-2508-0018790,201084321
1AB-2508-0018773,201084305
1AB-2508-0018767,201084303
1AB-2508-0018731,201084273
1AB-2508-0018704,201084255
1AB-2508-0018656,201084213
1AB-2508-0018652,201084210
1AB-2508-0018653,201084209
1AB-2508-0018645,201084205
1AB-2508-0018625,201084195
1AB-2508-0018624,201084193
1AB-2508-0018610,201084187
1AB-2508-0018613,201084180
1AB-2508-0018611,201084179
1AB-2508-0018564,201084178
1AB-2508-0018608,201084177
1AB-2508-0018601,201084171
1AB-2508-0018576,201084167
1AB-2508-0018575,201084166
1AB-2508-0018574,201084165
1AB-2508-0018573,201084164
1AB-2508-0018570,201084162
1AB-2508-0018566,201084161
1AB-2508-0018565,201084157
1AB-2508-0018562,201084155
1AB-2508-0018561,201084154
1AB-2508-0018559,201084152
1AB-2508-0018557,201084150
1AB-2508-0018537,201084144
1AB-2508-0018543,201084140
1AB-2508-0018539,201084136
1AB-2508-0018524,201084126
1AB-2508-0018511,201084122
1AB-2508-0018517,201084098
1AB-2508-0018516,201084095
1AB-2508-0018512,201084092
1AB-2508-0018498,201084088
1AB-2508-0018495,201084084
1AB-2508-0018481,201084080
1AB-2508-0018472,201084073
1AB-2508-0018477,201084070
1AB-2508-0018465,201084063
1AB-2508-0018466,201084062
1AB-2508-0018448,201084050
1AB-2508-0018410,201084036
1AB-2508-0018429,201084035
1AB-2508-0018417,201084034
1AB-2508-0018405,201084022
1AB-2508-0018390,201084009
1AB-2508-0018382,201084003
1AB-2508-0018377,201083996
1AB-2508-0018360,201083983
1AB-2508-0018353,201083980
1AB-2508-0018343,201083968
1AB-2508-0018329,201083962
1AB-2508-0018313,201083958
1AB-2508-0018290,201083952
1AB-2508-0018323,201083949
1AB-2508-0018294,201089705
1AB-2508-0018294,201083931
1AB-2508-0018297,201083925
1AB-2508-0018292,201083920
1AB-2508-0018271,201083903
1AB-2508-0018272,201083902
1AB-2508-0018265,201083897
1AB-2508-0018230,201083888
1AB-2508-0018248,201083887
1AB-2508-0018231,201083873
1AB-2508-0018195,201083862
1AB-2508-0018199,201083861
1AB-2508-0018175,201083849
1AB-2508-0018137,201083794
1AB-2508-0018085,201083791
1AB-2508-0018126,201083771
1AB-2508-0018096,201083763
1AB-2508-0018086,201083738
1AB-2508-0018084,201083732
1AB-2508-0018061,201083730
1AB-2508-0018071,201083729
1AB-2508-0018068,201083725
1AB-2508-0018065,201083718
1AB-2508-0018046,201085550
1AB-2508-0018046,201083714
1AB-2508-0018054,201083704
1AB-2508-0018031,201083700
1AB-2508-0017993,201083666
1AB-2508-0017996,201083663
1AB-2508-0017997,201084911
1AB-2508-0017997,201084912
1AB-2508-0017997,201084913
1AB-2508-0017997,201084914
1AB-2508-0017989,201083658
1AB-2508-0017984,201083652
1AB-2508-0017976,201083649
1AB-2508-0017967,201083646
1AB-2508-0017961,201083642
1AB-2508-0017964,201083621
1AB-2508-0017956,201083615
1AB-2508-0017943,201083609
1AB-2508-0017941,201083607
1AB-2508-0017934,201083604
1AB-2508-0017931,201083601
1AB-2508-0017930,201083600
1AB-2508-0017928,201083599
1AB-2508-0017927,201083597
1AB-2508-0017926,201083596
1AB-2508-0017923,201083593
1AB-2508-0017917,201083588
1AB-2508-0017912,201083587
1AB-2508-0017893,201083565
1AB-2508-0017890,201083561
1AB-2508-0017888,201083560
1AB-2508-0017878,201083549
1AB-2508-0017874,201083546
1AB-2508-0017872,201083544
1AB-2508-0017870,201083542
1AB-2508-0017867,201083541
1AB-2508-0017859,201083538
1AB-2508-0017857,201083533
1AB-2508-0017853,201083531
1AB-2508-0017843,201083521
1AB-2508-0017842,201083520
1AB-2508-0017816,201083517
1AB-2508-0017807,201083515
1AB-2508-0017796,201088240
1AB-2508-0017796,201083506
1AB-2508-0017789,201083502
1AB-2508-0017776,201083489
1AB-2508-0017769,201083488
1AB-2508-0017759,201083487
1AB-2508-0017752,201083458
1AB-2508-0017756,201083456
1AB-2508-0017755,201083453
1AB-2508-0017751,201083450
1AB-2508-0017744,201083443
1AB-2508-0017737,201083441
1AB-2508-0017726,201083436
1AB-2508-0017729,201083435
1AB-2508-0017710,201083430
1AB-2508-0017692,201083403
1AB-2508-0017681,201083396
1AB-2508-0017654,201085547
1AB-2508-0017654,201083392
1AB-2508-0017671,201083391
1AB-2508-0017672,201083390
1AB-2508-0017656,201083389
1AB-2508-0017669,201083387
1AB-2508-0017662,201083386
1AB-2508-0017667,201083383
1AB-2508-0017660,201083360
1AB-2508-0017605,201083350
1AB-2508-0017624,201083337
1AB-2508-0017609,201083323
1AB-2508-0017607,201083319
1AB-2508-0017606,201083318
1AB-2508-0017602,201083316
1AB-2508-0017573,201083303
1AB-2508-0017531,201097648
1AB-2508-0017531,201097647
1AB-2508-0017531,201083291
1AB-2508-0017565,201083290
1AB-2508-0017552,201084917
1AB-2508-0017552,201084915
1AB-2508-0017552,201087662
1AB-2508-0017552,201084916
1AB-2508-0017550,201083276
1AB-2508-0017513,201083263
1AB-2508-0017525,201083261
1AB-2508-0017521,201083258
1AB-2508-0017522,201083257
1AB-2508-0017520,201083255
1AB-2508-0017503,201083252
1AB-2508-0017492,201083234
1AB-2508-0017475,201083220
1AB-2508-0017467,201083212
1AB-2508-0017467,201098296
1AB-2508-0017440,201083210
1AB-2508-0017445,201083206
1AB-2508-0017455,201083205
1AB-2508-0017447,201083196
1AB-2508-0017441,201083193
1AB-2508-0017428,201083189
1AB-2508-0017425,201083187
1AB-2508-0017427,201083184
1AB-2508-0017423,201083182
1AB-2508-0017384,201083105
1AB-2508-0017394,201083100
1AB-2508-0017375,201083096
1AB-2508-0017368,201083092
1AB-2508-0017355,201083086
1AB-2508-0017352,201083085
1AB-2508-0017343,201083057
1AB-2508-0017327,201083044
1AB-2508-0017322,201083042
1AB-2508-0017299,201083018
1AB-2508-0017296,201083017
1AB-2508-0017279,201083015
1AB-2508-0017279,201083625
1AB-2508-0017293,201083013
1AB-2508-0017287,201083012
1AB-2508-0017284,201083009
1AB-2508-0017278,201083006
1AB-2508-0017271,201083000
1AB-2508-0017235,201082966
1AB-2508-0017232,201082962
1AB-2508-0017218,201082956
1AB-2508-0017214,201082955
1AB-2508-0017206,201082952
1AB-2508-0017210,201082951
1AB-2508-0017202,201082946
1AB-2508-0017185,201082936
1AB-2508-0017180,201082931
1AB-2508-0017166,201082921
1AB-2508-0017158,201082919
1AB-2508-0017161,201082917
1AB-2508-0017160,201082915
1AB-2508-0017147,201082911
1AB-2508-0017132,201082910
1AB-2508-0017146,201085162
1AB-2508-0017146,201085163
1AB-2508-0017146,201085141
1AB-2508-0017146,201085140
1AB-2508-0017146,201085139
1AB-2508-0017146,201085138
1AB-2508-0017146,201085137
1AB-2508-0017146,201085135
1AB-2508-0017146,201085134
1AB-2508-0017146,201085133
1AB-2508-0017146,201085132
1AB-2508-0017146,201085130
1AB-2508-0017146,201085129
1AB-2508-0017146,201085128
1AB-2508-0017146,201082909
1AB-2508-0017142,201082908
1AB-2508-0017136,201082907
1AB-2508-0017109,201082893
1AB-2508-0017046,201082892
1AB-2508-0017046,201085048
1AB-2508-0017102,201082884
1AB-2508-0017095,201082883
1AB-2508-0017110,201082861
1AB-2508-0017088,201082854
1AB-2508-0016969,201082845
1AB-2508-0017054,201082833
1AB-2508-0017005,201082777
1AB-2508-0017003,201082770
1AB-2508-0016958,201082741
1AB-2508-0016911,201082739
1AB-2508-0016956,201082738
1AB-2508-0016961,201082736
1AB-2508-0016959,201082734
1AB-2508-0016945,201082725
1AB-2508-0016943,201082723
1AB-2508-0016914,201082698
1AB-2508-0016909,201082694
1AB-2508-0016907,201082717
1AB-2508-0016907,201082718
1AB-2508-0016907,201082720
1AB-2508-0016907,201082707
1AB-2508-0016907,201082708
1AB-2508-0016907,201082716
1AB-2508-0016907,201082713
1AB-2508-0016907,201082712
1AB-2508-0016907,201082711
1AB-2508-0016907,201082710
1AB-2508-0016907,201082709
1AB-2508-0016907,201082714
1AB-2508-0016903,201082688
1AB-2508-0016903,201099748
1AB-2508-0016903,201099749
1AB-2508-0016903,201099750
1AB-2508-0016903,201099751
1AB-2508-0016903,201099752
1AB-2508-0016903,201099753
1AB-2508-0016903,201099754
1AB-2508-0016903,201099755
1AB-2508-0016903,201099756
1AB-2508-0016903,201099757
1AB-2508-0016903,201099758
1AB-2508-0016903,201099759
1AB-2508-0016903,201099760
1AB-2508-0016903,201099761
1AB-2508-0016903,201099762
1AB-2508-0016903,201099763
1AB-2508-0016903,201099764
1AB-2508-0016903,201099765
1AB-2508-0016903,201099766
1AB-2508-0016903,201099767
1AB-2508-0016903,201099768
1AB-2508-0016901,201082687
1AB-2508-0016890,201082661
1AB-2508-0016892,201082660
1AB-2508-0016883,201082658
1AB-2508-0016849,201082653
1AB-2508-0016856,201082636
1AB-2508-0016812,201082605
1AB-2508-0016816,201082599
1AB-2508-0016780,201082597
1AB-2508-0016783,201082580
1AB-2508-0016768,201082573
1AB-2508-0016764,201082572
1AB-2508-0016757,201082571
1AB-2508-0016748,201082570
1AB-2508-0016758,201082566
1AB-2508-0016760,201082562
1AB-2508-0016705,201082541
1AB-2508-0016712,201082528
1AB-2508-0016709,201082527
1AB-2508-0016715,201082525
1AB-2508-0016711,201082523
1AB-2508-0016670,201082519
1AB-2508-0016702,201082517
1AB-2508-0016685,201082511
1AB-2508-0016684,201082507
1AB-2508-0016675,201082500
1AB-2508-0016673,201082492
1AB-2508-0016638,201082460
1AB-2508-0016637,201082459
1AB-2508-0016632,201082453
1AB-2508-0016632,201091920
1AB-2508-0016622,201082447
1AB-2508-0016608,201082441
1AB-2508-0016607,201082440
1AB-2508-0016606,201082439
1AB-2508-0016597,201082430
1AB-2508-0016596,201082429
1AB-2508-0016595,201082428
1AB-2508-0016593,201082426
1AB-2508-0016591,201082424
1AB-2508-0016577,201082414
1AB-2508-0016575,201082412
1AB-2508-0016571,201082408
1AB-2508-0016554,201082406
1AB-2508-0016566,201082402
1AB-2508-0016556,201082395
1AB-2508-0016550,201082390
1AB-2508-0016549,201082389
1AB-2508-0016548,201082388
1AB-2508-0016547,201082387
1AB-2508-0016545,201082385
1AB-2508-0016540,201082380
1AB-2508-0016538,201085063
1AB-2508-0016538,201082378
1AB-2508-0016538,201085071
1AB-2508-0016538,201085072
1AB-2508-0016536,201082377
1AB-2508-0016521,201082369
1AB-2508-0016513,201082361
1AB-2508-0016518,201082360
1AB-2508-0016505,201082354
1AB-2508-0016506,201082351
1AB-2508-0016498,201082349
1AB-2508-0016497,201082346
1AB-2508-0016501,201082345
1AB-2508-0016492,201082341
1AB-2508-0016484,201082338
1AB-2508-0016479,201082337
1AB-2508-0016440,201082330
1AB-2508-0016443,201087974
1AB-2508-0016443,201087973
1AB-2508-0016443,201087972
1AB-2508-0016443,201087971
1AB-2508-0016443,201087969
1AB-2508-0016443,201082307
1AB-2508-0016443,201087975
1AB-2508-0016443,201087980
1AB-2508-0016443,201087978
1AB-2508-0016443,201087977
1AB-2508-0016443,201087976
1AB-2508-0016420,201082669
1AB-2508-0016420,201082304
1AB-2508-0016424,201082300
1AB-2508-0016417,201082290
1AB-2508-0016405,201082288
1AB-2508-0016376,201082284
1AB-2508-0016375,201082263
1AB-2508-0016374,201082259
1AB-2508-0016333,201082238
1AB-2508-0016365,201082237
1AB-2508-0016349,201082228
1AB-2508-0016311,201082205
1AB-2508-0016307,201082200
1AB-2508-0016257,201082193
1AB-2508-0016284,201082138
1AB-2508-0016281,201085087
1AB-2508-0016281,201085096
1AB-2508-0016281,201085081
1AB-2508-0016281,201085079
1AB-2508-0016281,201085073
1AB-2508-0016238,201082124
1AB-2508-0016229,201082117
1AB-2508-0016236,201082116
1AB-2508-0016230,201082113
1AB-2508-0016226,201082103
1AB-2508-0016210,201082101
1AB-2508-0016188,201082091
1AB-2508-0016165,201082067
1AB-2508-0016163,201082065
1AB-2508-0016156,201082060
1AB-2508-0016146,201082056
1AB-2508-0016137,201082055
1AB-2508-0016125,201081960
1AB-2508-0016116,201081956
1AB-2508-0016108,201081948
1AB-2508-0016109,201081947
1AB-2508-0016034,201081930
1AB-2508-0016091,201081927
1AB-2508-0016024,201081849
1AB-2508-0016010,201081847
1AB-2508-0015988,201081835
1AB-2508-0016007,201081834
1AB-2508-0015995,201081831
1AB-2508-0015974,201081815
1AB-2508-0015961,201081811
1AB-2508-0015969,201081810
1AB-2508-0015944,201081800
1AB-2508-0015934,201081790
1AB-2508-0015932,201081786
1AB-2508-0015923,201081781
1AB-2508-0015895,201081756
1AB-2508-0015863,201081722
1AB-2508-0015861,201081720
1AB-2508-0015856,201081718
1AB-2508-0015847,201081711
1AB-2508-0015845,201081709
1AB-2508-0015844,201081708
1AB-2508-0015843,201081707
1AB-2508-0015842,201081705
1AB-2508-0015835,201081703
1AB-2508-0015833,201081696
1AB-2508-0015752,201081690
1AB-2508-0015821,201081685
1AB-2508-0015773,201081677
1AB-2508-0015781,201081649
1AB-2508-0015778,201081646
1AB-2508-0015763,201081645
1AB-2508-0015772,201081644
1AB-2508-0015776,201081643
1AB-2508-0015753,201081635
1AB-2508-0015756,201081627
1AB-2508-0015715,201081620
1AB-2508-0015729,201081603
1AB-2508-0015694,201081581
1AB-2508-0015686,201081579
1AB-2508-0015687,201081577
1AB-2508-0015685,201081576
1AB-2508-0015665,201081565
1AB-2508-0015663,201081563
1AB-2508-0015600,201081531
1AB-2508-0015619,201081520
1AB-2508-0015624,201081515
1AB-2508-0015610,201081504
1AB-2508-0015558,201081484
1AB-2508-0015530,201081459
1AB-2508-0015520,201081452
1AB-2508-0015525,201081444
1AB-2508-0015505,201081440
1AB-2508-0015517,201081436
1AB-2508-0015498,201081435
1AB-2508-0015500,201081427
1AB-2508-0015502,201081424
1AB-2508-0015495,201086383
1AB-2508-0015489,201081395
1AB-2508-0015482,201081394
1AB-2508-0015480,201081390
1AB-2508-0015459,201081377
1AB-2508-0015456,201081374
1AB-2508-0015452,201081368
1AB-2508-0015446,201081365
1AB-2508-0015417,201081359
1AB-2508-0015416,201081356
1AB-2508-0015402,201081348
1AB-2508-0015393,201081339
1AB-2508-0015386,201081336
1AB-2508-0015342,201081334
1AB-2508-0015348,201081332
1AB-2508-0015335,201081325
1AB-2508-0015338,201093174
1AB-2508-0015338,201081321
1AB-2508-0015319,201081308
1AB-2508-0015302,201081304
1AB-2508-0015299,201081259
1AB-2508-0015301,201081258
1AB-2508-0015300,201081255
1AB-2508-0015293,201081254
1AB-2508-0015278,201081248
1AB-2508-0015262,201081246
1AB-2508-0015260,201081238
1AB-2508-0015257,201081234
1AB-2508-0015253,201081232
1AB-2508-0015233,201081222
1AB-2508-0015225,201081211
1AB-2508-0015220,201081210
1AB-2508-0015215,201081205
1AB-2508-0015213,201091535
1AB-2508-0015207,201081199
1AB-2508-0015201,201081196
1AB-2508-0015189,201081186
1AB-2508-0015186,201081180
1AB-2508-0015178,201081176
1AB-2508-0015169,201081168
1AB-2508-0015148,201081154
1AB-2508-0015133,201081148
1AB-2508-0015132,201081147
1AB-2508-0015142,201081146
1AB-2508-0015141,201081145
1AB-2508-0015111,201081140
1AB-2508-0015130,201081139
1AB-2508-0015118,201081137
1AB-2508-0015122,201081136
1AB-2508-0015117,201081129
1AB-2508-0015107,201081125
1AB-2508-0015103,201081122
1AB-2508-0015100,201081120
1AB-2508-0015086,201081111
1AB-2508-0015071,201081110
1AB-2508-0015073,201081104
1AB-2508-0015066,201081099
1AB-2508-0015064,201081096
1AB-2508-0015061,201081095
1AB-2508-0015062,201081093
1AB-2508-0015060,201081091
1AB-2508-0015058,201081090
1AB-2508-0015053,201081082
1AB-2508-0015052,201081080
1AB-2508-0015001,201081046
1AB-2508-0014972,201081001
1AB-2508-0014943,201080993
1AB-2508-0014958,201080981
1AB-2508-0014945,201080963
1AB-2508-0014924,201080948
1AB-2508-0014890,201080936
1AB-2508-0014901,201080929
1AB-2508-0014856,201080927
1AB-2508-0014897,201080923
1AB-2508-0014872,201080920
1AB-2508-0014876,201080913
1AB-2508-0014860,201080899
1AB-2508-0014846,201080890
1AB-2508-0014843,201080885
1AB-2508-0014841,201080882
1AB-2508-0014834,201080879
1AB-2508-0014822,201080870
1AB-2508-0014811,201080858
1AB-2508-0014806,201080856
1AB-2508-0014802,201080852
1AB-2508-0014782,201080836
1AB-2508-0014777,201081280
1AB-2508-0014763,201080826
1AB-2508-0014760,201080825
1AB-2508-0014746,201080819
1AB-2508-0014743,201080817
1AB-2508-0014721,201080805
1AB-2508-0014698,201080784
1AB-2508-0014684,201080767
1AB-2508-0014676,201080766
1AB-2508-0014673,201080758
1AB-2508-0014663,201080747
1AB-2508-0014655,201080741
1AB-2508-0014639,201080740
1AB-2508-0014647,201080736
1AB-2508-0014616,201080735
1AB-2508-0014634,201080728
1AB-2508-0014626,201080719
1AB-2508-0014590,201080691
1AB-2508-0014566,201080669
1AB-2508-0014563,201080664
1AB-2508-0014561,201080661
1AB-2508-0014550,201080655
1AB-2508-0014547,201080652
1AB-2508-0014512,201080637
1AB-2508-0014505,201080628
1AB-2508-0014517,201080623
1AB-2508-0014500,201080617
1AB-2508-0014488,201080613
1AB-2508-0014482,201080599
1AB-2508-0014480,201080592
1AB-2508-0014470,201080591
1AB-2508-0014465,201080581
1AB-2508-0014445,201080580
1AB-2508-0014442,201080570
1AB-2508-0014446,201080568
1AB-2508-0014432,201080564
1AB-2508-0014428,201080560
1AB-2508-0014423,201080554
1AB-2508-0014408,201080544
1AB-2508-0014391,201080543
1AB-2508-0014403,201080542
1AB-2508-0014404,201080539
1AB-2508-0014396,201080533
1AB-2508-0014389,201080530
1AB-2508-0014388,201080529
1AB-2508-0014351,201080523
1AB-2508-0014348,201080519
1AB-2508-0014346,201080518
1AB-2508-0014343,201080516
1AB-2508-0014336,201080510
1AB-2508-0014302,201080482
1AB-2508-0014298,201080481
1AB-2508-0014293,201080476
1AB-2508-0014284,201080475
1AB-2508-0014289,201080474
1AB-2508-0014267,201080455
1AB-2508-0014264,201080450
1AB-2508-0014240,201080449
1AB-2508-0014251,201080446
1AB-2508-0014245,201080421
1AB-2508-0014235,201082035
1AB-2508-0014235,201082036
1AB-2508-0014228,201080410
1AB-2508-0014212,201080404
1AB-2508-0014195,201080385
1AB-2508-0014142,201080342
1AB-2508-0014128,201080327
1AB-2508-0014103,201080312
1AB-2508-0014071,201080291
1AB-2508-0014038,201080290
1AB-2508-0014059,201080259
1AB-2508-0014029,201080248
1AB-2508-0014033,201080247
1AB-2508-0014001,201080220
1AB-2508-0014004,201080212
1AB-2508-0013991,201080204
1AB-2508-0013994,201080203
1AB-2508-0013990,201080199
1AB-2508-0013958,201080191
1AB-2508-0013953,201080186
1AB-2508-0013942,201080178
1AB-2508-0013938,201080174
1AB-2508-0013935,201080173
1AB-2508-0013926,201080167
1AB-2508-0013920,201080166
1AB-2508-0013905,201080097
1AB-2508-0013900,201080155
1AB-2508-0013900,201080157
1AB-2508-0013900,201080156
1AB-2508-0013900,201080158
1AB-2508-0013900,201080161
1AB-2508-0013900,201080160
1AB-2508-0013900,201080159
1AB-2508-0013900,201080154
1AB-2508-0013900,201080153
1AB-2508-0013900,201080152
1AB-2508-0013900,201080225
1AB-2508-0013900,201080222
1AB-2508-0013907,201080088
1AB-2508-0013882,201080084
1AB-2508-0013890,201080083
1AB-2508-0013849,201080071
1AB-2508-0013823,201079977
1AB-2508-0013836,201079976
1AB-2508-0013815,201079965
1AB-2508-0013810,201079964
1AB-2508-0013804,201079961
1AB-2508-0013803,201079960
1AB-2508-0013800,201079956
1AB-2508-0013798,201079955
1AB-2508-0013797,201079954
1AB-2508-0013782,201079952
1AB-2508-0013780,201079951
